"","Democrat","Republican","Other","Undecided","poll_slug","survey_house","start_date","end_date","question_text","sample_subpopulation","observations","margin_of_error","mode","partisanship","partisan_affiliation","pollWeights","DemocratWeighted","RepublicanWeighted","OtherWeighted","UndecidedWeighted","Dem_pdf","Rep_pdf","Other_pdf","Undec_pdf"
"15",55,42,0,3,"abc-post-28902","ABC/Post",2018-10-08,2018-10-11,"If the election for the U.S. House of Representatives were being held today, would you vote for (the Democratic candidate) or (the Republican candidate) in your congressional district? Would you lean toward the(Democratic candidate) or toward the (Republican candidate)? (IF ALREADY VOTED) Did  you vote for the (Democratic candidate) or the (Republican candidate) in your congressional district?","Likely Voters",752,4,"Live Phone","Nonpartisan","None",0.00166314280911898,0.0914728545015437,0.069851997982997,0,0.00498942842735693,0.00100382642599271,0.0389993576926682,0.125741779924443,0.00390579995029861
"16",47,41,1,11,"yougov-economist-28897","YouGov/Economist",2018-10-07,2018-10-09,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1162,3,"Internet","Nonpartisan","None",0.00256990950026097,0.120785746512266,0.1053662895107,0.00256990950026097,0.0282690045028707,0.0669379474328437,0.0582708529120112,0.208123813499253,0.0359729385887788
"17",50,38,5,7,"ipsos-reuters-28899","Ipsos/Reuters",2018-10-03,2018-10-09,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Likely Voters",2012,NA,"Internet","Nonpartisan","None",0.00444979166482364,0.222489583241182,0.169092083263298,0.0222489583241182,0.0311485416537655,0.0232559438163395,0.11386070705276,0.0415753310796389,0.0145905115513832
"18",48,38,NA,14,"politico-morning-consult-28893","Politico/Morning Consult",2018-10-07,2018-10-07,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",2189,2,"Internet","Nonpartisan","None",0.00484124948026787,0.232379975052858,0.183967480250179,NA,0.0677774927237502,0.0504206549497192,0.11386070705276,NA,0.053886662754604
"19",45,40,1,13,"yougov-economist-28884","YouGov/Economist",2018-09-30,2018-10-02,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1227,2.9,"Internet","Nonpartisan","None",0.00271366519519812,0.122114933783915,0.108546607807925,0.00271366519519812,0.0352776475375755,0.0959077078241896,0.079640764212556,0.208123813499253,0.0483345793050331
"20",50,38,4,8,"ipsos-reuters-28896","Ipsos/Reuters",2018-09-26,2018-10-02,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Likely Voters",1840,NA,"Internet","Nonpartisan","None",0.0040693919797592,0.20346959898796,0.15463689523085,0.0162775679190368,0.0325551358380736,0.0232559438163395,0.11386070705276,0.107136003685952,0.0190092304712753
"21",50,38,3,9,"kaiser-ff-28914","Kaiser FF",2018-09-19,2018-10-02,"If November’s election for Congress were held today, which party’s candidate are you more likely to vote for in your district?","Registered Voters",949,4,"Live Phone","Nonpartisan","None",0.00209883314608233,0.104941657304116,0.0797556595511284,0.00629649943824698,0.0188894983147409,0.0232559438163395,0.11386070705276,0.192109877215763,0.0241312660731367
"22",49,42,0,8,"quinnipiac-28880","Quinnipiac",2018-09-27,2018-09-30,"If the election for the U.S. House of Representatives were being held today, would you vote for the Democratic candidate or the Republican candidate in your congressional district? (If undecided) As of today, do you lean more toward the Democratic candidate or more toward the Republican candidate?","Registered Voters",1111,3.7,"Live Phone","Nonpartisan","None",0.00245711657038721,0.120398711948973,0.103198895956263,0,0.0196569325630977,0.0354456008166975,0.0389993576926682,0.125741779924443,0.0190092304712753
"23",43,36,NA,21,"politico-morning-consult-28871","Politico/Morning Consult",2018-09-28,2018-09-29,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",993,3,"Internet","Nonpartisan","None",0.00219614469342439,0.0944342218172489,0.0790612089632782,NA,0.0461190385619123,0.104257115122093,0.113965349638379,NA,0.0557504317775894
"24",46,38,1,15,"yougov-economist-28868","YouGov/Economist",2018-09-23,2018-09-25,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1238,2.9,"Internet","Nonpartisan","None",0.00273799308203363,0.125947681773547,0.104043737117278,0.00273799308203363,0.0410698962305045,0.0829380972061917,0.11386070705276,0.208123813499253,0.0585364240483771
"25",48,41,3,7,"ipsos-reuters-28872","Ipsos/Reuters",2018-09-19,2018-09-25,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Likely Voters",1425,NA,"Internet","Nonpartisan","None",0.00315156715823742,0.151275223595396,0.129214253487734,0.00945470147471227,0.022060970107662,0.0504206549497192,0.0582708529120112,0.192109877215763,0.0145905115513832
"26",48,41,5,6,"npr-pbs-newshour-marist-28874","NPR/PBS NewsHour/Marist",2018-09-22,2018-09-24,"If the 2018 election for Congress were held today, which party's candidate are you more likely to vote for in your district:","Registered Voters",802,4.3,"Live Phone","Nonpartisan","None",0.00177372411291678,0.0851387574200055,0.072722688629588,0.0088686205645839,0.0106423446775007,0.0504206549497192,0.0582708529120112,0.0415753310796389,0.0109118416754458
"27",52,42,NA,6,"pew-28881","Pew",2018-09-18,2018-09-24,"If the elections for U.S. Congress were being held TODAY, would you vote for [RANDOMIZE: “the Republican Party’s candidate” OR “the Democratic Party’s candidate”] for Congress in your district?","Registered Voters",1439,3,"Live Phone","Nonpartisan","None",0.00318252992330081,0.165491556011642,0.133666256778634,NA,0.0190951795398048,0.00813824064931942,0.0389993576926682,NA,0.0109118416754458
"28",43,35,NA,21,"politico-morning-consult-28870","Politico/Morning Consult",2018-09-20,2018-09-23,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1966,2,"Internet","Nonpartisan","None",0.00434805686532967,0.186966445209176,0.152181990286538,NA,0.091309194171923,0.104257115122093,0.0997487558772493,NA,0.0557504317775894
"29",51,42,NA,6,"gallup-28882","Gallup",2018-09-17,2018-09-23,"If the elections for Congress were being held today, which party's candidate would you vote for in your Congressional district -- [ROTATED: the Democratic Party's candidate or the Republican Party's candidate]?","Registered Voters",1308,3,"Live Phone","Nonpartisan","None",0.00289280690735056,0.147533152274879,0.121497890108724,NA,0.0173568414441034,0.0142404385728495,0.0389993576926682,NA,0.0109118416754458
"30",49,42,1,8,"fox-28866","FOX",2018-09-16,2018-09-19,"If the election for Congress were held today, would you vote for the Democratic candidate in your district or the Republican candidate in your district? [IF UNDECIDED: Well, if you had to vote, which way would you lean?]","Likely Voters",818,3,"Live Phone","Nonpartisan","None",0.00180911013013208,0.0886463963764718,0.0759826254655473,0.00180911013013208,0.0144728810410566,0.0354456008166975,0.0389993576926682,0.208123813499253,0.0190092304712753
"31",44,35,16,5,"nbc-wsj-28865","NBC/WSJ",2018-09-16,2018-09-19,"If the choice in your district had the following, would you be more likely to vote for a -- (ROTATE:) Republican candidate for Congress, a Democratic candidate for Congress -- or an independent or third-party candidate for Congress?","Registered Voters",900,3.27,"Live Phone","Nonpartisan","None",0.00199046346836048,0.087580392607861,0.0696662213926167,0.0318474154937676,0.00995231734180239,0.103507238860747,0.0997487558772493,5.04309812546654e-17,0.0079514649307849
"32",45,41,1,12,"yougov-economist-28856","YouGov/Economist",2018-09-16,2018-09-18,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1195,2.9,"Internet","Nonpartisan","None",0.00264289316076752,0.118930192234539,0.108358619591468,0.00264289316076752,0.0317147179292103,0.0959077078241896,0.0582708529120112,0.208123813499253,0.0422431360860709
"33",48,41,3,8,"ipsos-reuters-28864","Ipsos/Reuters",2018-09-12,2018-09-18,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Likely Voters",1304,NA,"Internet","Nonpartisan","None",0.00288396040304674,0.138430099346243,0.118242376524916,0.00865188120914021,0.0230716832243739,0.0504206549497192,0.0582708529120112,0.192109877215763,0.0190092304712753
"34",43,38,NA,19,"politico-morning-consult-28869","Politico/Morning Consult",2018-09-13,2018-09-16,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1564,2,"Internet","Nonpartisan","None",0.00345898318279532,0.148736276860199,0.131441360946222,NA,0.0657206804731111,0.104257115122093,0.11386070705276,NA,0.0628667970386777
"35",44,41,1,15,"yougov-economist-28845","YouGov/Economist",2018-09-09,2018-09-11,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1220,2.9,"Internet","Nonpartisan","None",0.00269818381266642,0.118720087757323,0.110625536319323,0.00269818381266642,0.0404727571899964,0.103507238860747,0.0582708529120112,0.208123813499253,0.0585364240483771
"36",49,41,3,7,"ipsos-reuters-28850","Ipsos/Reuters",2018-09-05,2018-09-11,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Likely Voters",2012,NA,"Internet","Nonpartisan","None",0.00444979166482364,0.218039791576359,0.182441458257769,0.0133493749944709,0.0311485416537655,0.0354456008166975,0.0582708529120112,0.192109877215763,0.0145905115513832
"37",52,38,0,9,"quinnipiac-28857","Quinnipiac",2018-09-06,2018-09-09,"If the election for the U.S. House of Representatives were being held today, would you vote for the Democratic candidate or the Republican candidate in your congressional district? (If undecided) As of today, do you lean more toward the Democratic candidate or more toward the Republican candidate?","Registered Voters",1038,3.7,"Live Phone","Nonpartisan","None",0.00229566786684242,0.119374729075806,0.0872353789400118,0,0.0206610108015818,0.00813824064931942,0.11386070705276,0.125741779924443,0.0241312660731367
"38",45,35,NA,19,"politico-morning-consult-28853","Politico/Morning Consult",2018-09-06,2018-09-09,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1988,2,"Internet","Nonpartisan","None",0.0043967126390007,0.197852068755031,0.153884942365024,NA,0.0835375401410133,0.0959077078241896,0.0997487558772493,NA,0.0628667970386777
"39",45,40,2,14,"yougov-economist-28831","YouGov/Economist",2018-09-02,2018-09-04,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1254,2.9,"Internet","Nonpartisan","None",0.00277337909924893,0.124802059466202,0.110935163969957,0.00554675819849786,0.038827307389485,0.0959077078241896,0.079640764212556,0.239705761033158,0.053886662754604
"40",44,35,4,17,"ipsos-reuters-28833","Ipsos/Reuters",2018-08-29,2018-09-04,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",2012,NA,"Internet","Nonpartisan","None",0.00444979166482364,0.19579083325224,0.155742708268828,0.0177991666592946,0.075646458302002,0.103507238860747,0.0997487558772493,0.107136003685952,0.0638970270233131
"41",45,43,3,9,"grinnell-selzer-28840","Grinnell/Selzer",2018-08-29,2018-09-02,"If the elections for the U.S. House of Representatives were being held today, which party’s candidate would you vote for in your congressional district: The [DEMOCRATIC] candidate or the [REPUBLICAN] candidate? (If not sure, ask:) Which way are you leaning—toward the [REPUBLICAN] candidate or the [DEMOCRATIC] candidate?","Likely Voters",779,NA,"Live Phone","Nonpartisan","None",0.00172285671316979,0.0775285520926406,0.074082838666301,0.00516857013950937,0.0155057104185281,0.0959077078241896,0.0238755649723104,0.192109877215763,0.0241312660731367
"42",42,40,NA,18,"politico-morning-consult-28834","Politico/Morning Consult",2018-08-28,2018-08-31,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1964,2,"Internet","Nonpartisan","None",0.00434363361317775,0.182432611753466,0.17374534452711,NA,0.0781854050371995,0.0980073059255385,0.079640764212556,NA,0.0642081586985134
"43",52,38,1,9,"abc-post-28828","ABC/Post",2018-08-26,2018-08-29,"If the election for the U.S. House of Representatives were being held today, would you vote for (the Democratic candidate) or (the Republican candidate) in your congressional district? Would you lean toward the (Democratic candidate) or the (Republican candidate)?","Registered Voters",879,4,"Live Phone","Nonpartisan","None",0.0019440193207654,0.101089004679801,0.0738727341890852,0.0019440193207654,0.0174961738868886,0.00813824064931942,0.11386070705276,0.208123813499253,0.0241312660731367
"44",45,39,2,14,"yougov-economist-28816","YouGov/Economist",2018-08-26,2018-08-28,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1249,2.9,"Internet","Nonpartisan","None",0.00276232096886915,0.124304443599112,0.107730517785897,0.0055246419377383,0.0386724935641681,0.0959077078241896,0.0995656620560544,0.239705761033158,0.053886662754604
"45",47,34,4,16,"ipsos-reuters-28820","Ipsos/Reuters",2018-08-22,2018-08-28,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",2920,NA,"Internet","Nonpartisan","None",0.00645794814179177,0.303523562664213,0.21957023682092,0.0258317925671671,0.103327170268668,0.0669379474328437,0.0798605453072715,0.107136003685952,0.0619573226944106
"46",44,36,NA,20,"politico-morning-consult-28825","Politico/Morning Consult",2018-08-23,2018-08-24,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1564,2,"Internet","Nonpartisan","None",0.00345898318279532,0.152195260042994,0.124523394580631,NA,0.0691796636559064,0.103507238860747,0.113965349638379,NA,0.0599755179826151
"47",49,38,3,9,"fox-28808","FOX",2018-08-19,2018-08-21,"If the election for Congress were held today, would you vote for the Democratic candidate in your district or the Republican candidate in your district? [IF UNDECIDED: Well, if you had to vote, which way would you lean?]","Registered Voters",1009,3,"Live Phone","Nonpartisan","None",0.00223153071063969,0.109345004821345,0.0847981670043082,0.00669459213191907,0.0200837763957572,0.0354456008166975,0.11386070705276,0.192109877215763,0.0241312660731367
"48",44,38,1,17,"yougov-economist-28801","YouGov/Economist",2018-08-19,2018-08-21,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1247,2.9,"Internet","Nonpartisan","None",0.00275789771671724,0.121347499535559,0.104800113235255,0.00275789771671724,0.0468842611841931,0.103507238860747,0.11386070705276,0.208123813499253,0.0638970270233131
"49",41,37,4,18,"ipsos-reuters-28806","Ipsos/Reuters",2018-08-15,2018-08-21,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1885,NA,"Internet","Nonpartisan","None",0.00416891515317722,0.170925521280266,0.154249860667557,0.0166756606127089,0.07504047275719,0.0859862416495295,0.119104532870854,0.107136003685952,0.0642081586985134
"50",48,43,2,7,"monmouth-university-28807","Monmouth University",2018-08-15,2018-08-19,"If the election for U.S. Congress was held today, would you vote for the Republican or the Democratic candidate in your district?","Registered Voters",725,3.6,"Live Phone","Nonpartisan","None",0.00160342890506816,0.0769645874432718,0.068947442917931,0.00320685781013632,0.0112240023354771,0.0504206549497192,0.0238755649723104,0.239705761033158,0.0145905115513832
"51",45,36,NA,19,"politico-morning-consult-28803","Politico/Morning Consult",2018-08-16,2018-08-18,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1974,2,"Internet","Nonpartisan","None",0.00436574987393731,0.196458744327179,0.157166995461743,NA,0.082949247604809,0.0959077078241896,0.113965349638379,NA,0.0628667970386777
"52",44,40,1,14,"yougov-economist-28788","YouGov/Economist",2018-08-12,2018-08-14,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1250,2.9,"Internet","Nonpartisan","None",0.00276453259494511,0.121639434177585,0.110581303797804,0.00276453259494511,0.0387034563292315,0.103507238860747,0.079640764212556,0.208123813499253,0.053886662754604
"53",45,36,4,15,"ipsos-reuters-28797","Ipsos/Reuters",2018-08-08,2018-08-14,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1860,NA,"Internet","Nonpartisan","None",0.00411362450127832,0.185113102557524,0.14809048204602,0.0164544980051133,0.0617043675191748,0.0959077078241896,0.113965349638379,0.107136003685952,0.0585364240483771
"54",51,42,1,7,"quinnipiac-28786","Quinnipiac",2018-08-09,2018-08-13,"If the election for the U.S. House of Representatives were being held today, would you vote for the Democratic candidate or the Republican candidate in your congressional district? (If undecided) As of today, do you lean more toward the Democratic candidate or more toward the Republican candidate?","Registered Voters",1175,3.4,"Live Phone","Nonpartisan","None",0.0025986606392484,0.132531692601668,0.109143746848433,0.0025986606392484,0.0181906244747388,0.0142404385728495,0.0389993576926682,0.208123813499253,0.0145905115513832
"55",42,38,NA,20,"politico-morning-consult-28789","Politico/Morning Consult",2018-08-10,2018-08-12,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1994,2,"Internet","Nonpartisan","None",0.00440998239545644,0.18521926060917,0.167579331027345,NA,0.0881996479091287,0.0980073059255385,0.11386070705276,NA,0.0599755179826151
"56",52,41,3,5,"cnn-28787","CNN",2018-08-09,2018-08-12,"If the elections for Congress were being held today, which party's candidate would you vote for in your Congressional district?","Registered Voters",921,4.1,"Live Phone","Nonpartisan","None",0.00203690761595556,0.105919196029689,0.0835132122541778,0.00611072284786667,0.0101845380797778,0.00813824064931942,0.0582708529120112,0.192109877215763,0.0079514649307849
"57",46,39,5,10,"pew-28790","Pew",2018-07-30,2018-08-12,"If the elections for U.S. Congress were being held TODAY, would you vote for [RANDOMIZE: “the Republican Party’s candidate” OR “the Democratic Party’s candidate”] for Congress in your district?","Registered Voters",4000,2.6,"Live Phone","Nonpartisan","None",0.00884650430382434,0.40693919797592,0.345013667849149,0.0442325215191217,0.0884650430382434,0.0829380972061917,0.0995656620560544,0.0415753310796389,0.0298481373806127
"58",44,41,1,13,"yougov-economist-28776","YouGov/Economist",2018-08-05,2018-08-07,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1289,2.8,"Internet","Nonpartisan","None",0.00285078601190739,0.125434584523925,0.116882226488203,0.00285078601190739,0.0370602181547961,0.103507238860747,0.0582708529120112,0.208123813499253,0.0483345793050331
"59",41,39,5,15,"ipsos-reuters-28777","Ipsos/Reuters",2018-08-03,2018-08-07,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1479,NA,"Internet","Nonpartisan","None",0.00327099496633905,0.134110793619901,0.127568803687223,0.0163549748316953,0.0490649244950858,0.0859862416495295,0.0995656620560544,0.0415753310796389,0.0585364240483771
"60",42,36,NA,22,"politico-morning-consult-28780","Politico/Morning Consult",2018-08-02,2018-08-06,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1994,2,"Internet","Nonpartisan","None",0.00440998239545644,0.18521926060917,0.158759366236432,NA,0.0970196127000416,0.0980073059255385,0.113965349638379,NA,0.0504944932066377
"61",44,40,2,15,"yougov-economist-28765","YouGov/Economist",2018-07-29,2018-07-31,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1222,2.9,"Internet","Nonpartisan","None",0.00270260706481834,0.118914710852007,0.108104282592733,0.00540521412963667,0.0405391059722751,0.103507238860747,0.079640764212556,0.239705761033158,0.0585364240483771
"62",42,36,4,18,"ipsos-reuters-28768","Ipsos/Reuters",2018-07-27,2018-07-31,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1571,NA,"Internet","Nonpartisan","None",0.00347446456532701,0.145927511743734,0.125080724351772,0.013897858261308,0.0625403621758862,0.0980073059255385,0.113965349638379,0.107136003685952,0.0642081586985134
"63",44,37,NA,19,"politico-morning-consult-28770","Politico/Morning Consult",2018-07-26,2018-07-30,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1993,2,"Internet","Nonpartisan","None",0.00440777076938048,0.193941913852741,0.163087518467078,NA,0.0837476446182291,0.103507238860747,0.119104532870854,NA,0.0628667970386777
"64",44,38,3,16,"yougov-economist-28754","YouGov/Economist",2018-07-22,2018-07-24,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1203,3,"Internet","Nonpartisan","None",0.00266058616937517,0.117065791452508,0.101102274436257,0.00798175850812551,0.0425693787100027,0.103507238860747,0.11386070705276,0.192109877215763,0.0619573226944106
"65",42,37,4,17,"ipsos-reuters-28756","Ipsos/Reuters",2018-07-20,2018-07-24,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1165,NA,"Internet","Nonpartisan","None",0.00257654437848884,0.108214863896531,0.0953321420040871,0.0103061775139554,0.0438012544343103,0.0980073059255385,0.119104532870854,0.107136003685952,0.0638970270233131
"66",41,38,NA,21,"politico-morning-consult-28758","Politico/Morning Consult",2018-07-19,2018-07-23,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1996,2,"Internet","Nonpartisan","None",0.00441440564760835,0.180990631551942,0.167747414609117,NA,0.0927025185997753,0.0859862416495295,0.11386070705276,NA,0.0557504317775894
"67",51,39,0,10,"quinnipiac-28753","Quinnipiac",2018-07-18,2018-07-23,"If the election for the U.S. House of Representatives were being held today, would you vote for the Democratic candidate or the Republican candidate in your congressional district? (If undecided) As of today, do you lean more toward the Democratic candidate or more toward the Republican candidate?","Registered Voters",1177,3.5,"Live Phone","Nonpartisan","None",0.00260308389140031,0.132757278461416,0.101520271764612,0,0.0260308389140031,0.0142404385728495,0.0995656620560544,0.125741779924443,0.0298481373806127
"68",47,40,7,7,"npr-pbs-newshour-marist-28755","NPR/PBS NewsHour/Marist",2018-07-19,2018-07-22,"If the 2018 election for Congress were held today, which party's candidate are you more likely to vote for in your district:","Registered Voters",923,3.8,"Live Phone","Nonpartisan","None",0.00204133086810747,0.095942550801051,0.0816532347242987,0.0142893160767523,0.0142893160767523,0.0669379474328437,0.079640764212556,0.00210950151072098,0.0145905115513832
